patent no;patent title;chemical type 1
US2009297569;ORAL HYGIENE TABLETS AND CAPSULES FOR DIRECT ORAL DELIVERY OF ACTIVE INGREDIENTS;mint
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;mint
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;mint
US2015224035;NANOPARTICLE BASED COSMETIC COMPOSITION;mint
US5145675;TWO STEP METHOD FOR PREPARATION OF CONTROLLED RELEASE FORMULATIONS;mint
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;mint
US10092779;ORAL CARE COMPOSITION COMPRISING CAPSULES;mint
US2008095807;COSMETIC SOAP;mint
US2014314884;HEALTH SUPPLEMENT USING GUARANA EXTRACT;mint
US2013039980;TIME RELEASE CAPSULE FOR BEVERAGE;mint
US2008008742;CHEWY PRODUCTS AND METHODS FOR MAKING THE SAME;mint
US2006051425;METHOD OF MICROENCAPSULATION;mint
US2003224090;SNACKS OF ORALLY SOLUBLE EDIBLE FILMS;mint
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;potato
US3137630;PROCESS FOR PREPARING A DRY, FINELY DIVIDED, GELATIN PARTICLE PRODUCT;Vitamin D2
US2014348910;TOPICAL FORMULATIONS INCLUDING LIPID MICROCAPSULE DELIVERY VEHICLES AND THEIR USES;Vitamin D2
US4230700;Methods for inhibiting mobilization of calcium phosphate in animal tissue;Vitamin D2
US2006292217;NUTRITIONAL SUPPLEMENT AND SOFT GELATIN CAPSULE DELIVERY SYSTEM;Vitamin D2
US3526682;MICROENCAPSULATION OF PHARMACEUTICALS;Vitamin D2
US2016038530;NUTRITIONAL SUPPLEMENT TO COMPLEMENT CANCER THERAPY;Vitamin D2
US3565559;PROCESS FOR MAKING MICROCAPSULES;Vitamin D2
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Vitamin D2
US2009176748;METHODS AND COMPOSITIONS FOR CONTROLLED RELEASE ORAL DOSAGE OF A VITAMIN D COMPOUND;Vitamin D2
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Vitamin D2
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Vitamin D2
US2012015913;FORMULATIONS OF 14-EPI-ANALOGUES OF VITAMIN D;Vitamin D2
US2015224150;PREPARATION AND METHOD FOR THE PROPHYLAXIS AND TREATMENT OF ATYPICAL OSTEOPOROSIS;Vitamin D2
US2017348430;MICELAR DELIVERY SYSTEM BASED ON ENZYME-RESPONSIVE AMPHIPHILIC PEG-DENDRON HYBRID;Vitamin D2
US3574826;HYDROPHILIC POLYMERS HAVING VITAMINS ABSORBED THEREIN;Vitamin D2
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Cyclodextrin
US10098849;ANTI-RADICAL AGENTS;Cyclodextrin
US3622587;CERTAIN 3-PYRIDYLMETHYL-2-(P-CHLORO PHENOXY)-2-METHYL PROPIONATE-N-OXIDES AND DERIVATIVES THEREOF;Citric Acid
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Citric Acid
US2008161318;NOVEL COMPOSITIONS AND USES THEREOF;Citric Acid
US5270063;READY-TO-EAT CEREAL PRODUCTS ENRICHED WITH BETA-CAROTENE;Citric Acid
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Citric Acid
US2008095807;COSMETIC SOAP;Citric Acid
US3821432;BLAND AMINO ACID COMPOSITIONS;Citric Acid
US6426080;COSMETIC PREPARATION OF ACTIVE SUBSTANCES WITH HIGH PROTECTION FACTOR AGAINST FREE RADICALS;Citric Acid
US2002004069;Discoloration-resistant vitamin composition;Citric Acid
US2003118705;COMPOSITION FOR DISINFECTION OF PLANTS, ANIMALS, HUMANS, BYPRODUCTS OF PLANTS AND ANIMALS AND ARTICLES INFECTED WITH PATHOGENS AND METHOD OF PRODUCING AND APPLICATION OF SAME;Citric Acid
US5973224;DIETETICAL COMBINATION PREPARATIONS;Citric Acid
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Citric Acid
US2011129545;METHOD OF PROTECTING VASCULAR PLANTS AGAINST PATHOGENS;Citric Acid
US2002098253;ORAL COMPOSITIONS CONTAINING LOTUS;Citric Acid
US3395021;BEVERAGE POWDER PRODUCING PULPY MOUTH FEEL WHEN DISSOLVED;Citric Acid
US6989150;Cosmetic preparation of active substances with a synergistically increased radical protection factor;Citric Acid
US2005048164;COATED CHEWING GUM COMPRISING AN ACTIVE SUBSTANCE HAVING SYSTEMIC ACTIVITY;Citric Acid
US4350679;Soft capsule coated with a film of carnauba wax and process for the preparation of the same;titanium oxide
US2009011012;FATTY ACID COMPOSITIONS AND METHODS OF USE;Carotenoids
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Carotenoids
US2006115555;NUTRITIONAL SUPPLEMENTS CONTAINING XANTHONE EXTRACTS;Carotenoids
US2002172721;VITAMIN FORMULATION FOR CARDIOVASCULAR HEALTH;Carotenoids
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Carotenoids
US10212957;METHOD FOR PREPARING OIL-DISPERSIBLE CAROTENOID PREPARATION;Carotenoids
US5288550;PRODUCTION METHOD OF NON-FITTING TYPE CAPSULE AND NON-FITTING TYPE CAPSULE PRODUCED THEREBY;Carotenoids
US2005214383;MULTI-VITAMIN AND MINERAL NUTRITIONAL SUPPLEMENTS;Carotenoids
US2003108598;ZEAXANTHIN FORMULATIONS FOR HUMAN INGESTION;Carotenoids
US2011014288;MICROCAPSULES COMPRISING A FAT-SOLUBLE ACTIVE SUBSTANCE;Carotenoids
US2002146400;COMPOSITION FOR REDUCING PLASMA TRIGLYCERIDES, PLATELET AGGREGATION, AND OXIDATIVE CAPACITY;Carotenoids
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Carotenoids
US2011280960;THICK PINE NEEDLE EXTRACT COMPOSITION FOR CAPSULATION;Carotenoids
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Carotenoids
US2012202694;PRODUCTION OF ENCAPSULATED NANOPARTICLES AT COMMERCIAL SCALE;Carotenoids
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;Carotenoids
US2009239945;ORAL COMPOSITION WITH AN ANTIAGEING EFFECT ON THE SKIN;Carotenoids
US5837221;Polymer-lipid microencapsulated gases for use as imaging agents;Carotenoids
US2008089941;FUCOIDAN COMPOSITIONS AND METHODS;Carotenoids
US2001019724;CAROTENOID FORMULATIONS, COMPRISING A MIXTURE OF BETA-CAROTENE, LYCOPENE AND LUTEIN;Carotenoids
US2006051425;METHOD OF MICROENCAPSULATION;Carotenoids
US2015230499;DIETARY COMPOSITIONS COMPRISING CAPSULES OBTAINED BY COACERVATION WITHOUT THE USE OF TOXIC CROSS-LINKING AGENTS;Carotenoids
US2007021497;VITAMIN E COMPOSITIONS;Carotenoids
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Carotenoids
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;Carotenoids
US5824323;Skin lotion composition and softgel filled therewith and methods for making and using same;Carotenoids
US5145675;TWO STEP METHOD FOR PREPARATION OF CONTROLLED RELEASE FORMULATIONS;Carotenoids
US2010158984;Encapsulates;Carotenoids
US10098849;ANTI-RADICAL AGENTS;Carotenoids
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Carotenoids
US5180747;STABILIZED FAT-SOLUBLE VITAMIN COMPOSITIONS;Carotenoids
US2011008308;Composition for hair, skin, nails;Carotenoids
US6007856;OIL-IN-WATER DISPERSIONS OF BETA -CAROTENE AND OTHER CAROTENOIDS STABLE AGAINST OXIDATION PREPARED FROM WATER-DISPERSIBLE BEADLETS HAVING HIGH CONCENTRATIONS OF CAROTENOID;Carotenoids
US3565559;PROCESS FOR MAKING MICROCAPSULES;Carotenoids
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Carotenoids
US2003185960;ENCAPSULATION OF FOOD INGREDIENTS;Carotenoids
US5916591;SOFT GELATIN CAPSULES;Carotenoids
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;banana
US2003082272;PROCESS FOR PREPARING BEADS AS FOOD ADDITIVE;strawberry
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Fatty Acid
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Potassium
US6730679;Pharmaceutical formulations;Tocopherol
US2011280960;THICK PINE NEEDLE EXTRACT COMPOSITION FOR CAPSULATION;Tocopherol
US2008287662;Balanites Aegyptiaca Saponins and Uses Thereof;Tocopherol
US2009053317;MICROPARTICULATE SYSTEMS FOR THE ORAL ADMINISTRATION OF BIOLOGICALLY ACTIVE SUBSTANCES;Tocopherol
US6086910;FOOD SUPPLEMENTS;Tocopherol
US2003096035;PREPARED FOODS CONTAINING TRIGLYCERIDE-RECRYSTALLIZED NON-ESTERIFIED PHYTOSTEROLS;Tocopherol
US6136859;Pharmaceutical formulation for treating liver disorders;Tocopherol
US3221029;AUTOGENOUS, VITAMIN E ACTIVE BEADLET PRODUCT AND PROCESS;Tocopherol
US2005208118;Preparations of encapsulated bioavailable chelating agents for detoxifying humans and animals;Tocopherol
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Tocopherol
US2006078632;COMPOSITION COMPRISING BAMBOO EXTRACT AND THE COMPOUNDS ISOLATED THEREFROM SHOWING TREATING AND PREVENTING ACTIVITY FOR INFLAMMATORY AND BLOOD CIRCULATION DISEASE;Tocopherol
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Tocopherol
US2017056463;COMPOSITIONS AND METHODS FOR TREATING DIABETES;Tocopherol
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Tocopherol
US6079418;Tobacco products with dry powdered vitamin E;Tocopherol
US5426248;STABLE VITAMIN A;Tocopherol
US10092779;ORAL CARE COMPOSITION COMPRISING CAPSULES;Tocopherol
US4464394;Compositions and methods for using 13-cis vitamin A acid compounds;Tocopherol
US2007021497;VITAMIN E COMPOSITIONS;Tocopherol
US2006188607;ORAL COMPOSITIONS COMPRISING EDIBLE OILS AND VITAMINS AND/OR MINERALS AND METHODS FOR MAKING ORAL COMPOSITIONS;Tocopherol
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;Tocopherol
US2005158396;ANTIOXIDATIVE PREPARATIONS;Tocopherol
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Tocopherol
US2008057113;PHARMACEUTICAL ANTI-HERPETIC COMPOSITION, METHOD FOR PRODUCING A DOSAGE FORM BASED THEREON AND METHOD FOR THE USE THEREOF;Tocopherol
US2014348910;TOPICAL FORMULATIONS INCLUDING LIPID MICROCAPSULE DELIVERY VEHICLES AND THEIR USES;Tocopherol
US3558323;VITAMIN-CONTAINING COMPOSITION IN BEADLET FORM;Tocopherol
US4612194;Anti-rheumatic agents and their use;Tocopherol
US2012015913;FORMULATIONS OF 14-EPI-ANALOGUES OF VITAMIN D;Tocopherol
US2010278747;CARRIER;Tocopherol
US2003082215;FENOFIBRATE GALENIC FORMULATIONS AND METHOD FOR OBTAINING SAME;Tocopherol
US2005238675;WATER-SOLUBLE FORMULATIONS OF FAT SOLUBLE VITAMINS AND PHARMACEUTICAL AGENTS AND THEIR APPLICATIONS;Tocopherol
US2007141133;GLUTATHIONE BASED DELIVERY SYSTEM;Tocopherol
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Tocopherol
US10098849;ANTI-RADICAL AGENTS;Tocopherol
US2002025338;BIOAVAILABLE DOSAGE FORM OF ISOTRENTINOIN;Tocopherol
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Tocopherol
US2018207277;STABLE FAT-SOLUBLE ACTIVE INGREDIENT COMPOSITION, MICROCAPSULE AND PROCESS OF PREPARATION AND USE THEREOF;Tocopherol
US2006051425;METHOD OF MICROENCAPSULATION;Tocopherol
US5814338;DRUG DELIVERY SYSTEM;Tocopherol
US10212957;METHOD FOR PREPARING OIL-DISPERSIBLE CAROTENOID PREPARATION;Tocopherol
US3137630;PROCESS FOR PREPARING A DRY, FINELY DIVIDED, GELATIN PARTICLE PRODUCT;Tocopherol
US6090414;METHOD AND COMPOSITION TO REDUCE CANCER INCIDENCE;Tocopherol
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Tocopherol
US2008160084;NATURAL WATER-INSOLUBLE ENCAPSULATION COMPOSITIONS AND PROCESSES FOR PREPARING SAME;Tocopherol
US2005042278;NEW FORMULATION FOR RETINOID-CONTAINING SOFT GELATIN CAPSULES;Tocopherol
US5153001;AGENT FOR TREATING HEART DISEASE;Tocopherol
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Tocopherol
US2006188549;ANIMAL FEED COMPOSITIONS CAPABLE OF REDUCING THE INCIDENCE OF FESCUE TOXICOSIS IN MAMMALS;Tocopherol
US2009011012;FATTY ACID COMPOSITIONS AND METHODS OF USE;Tocopherol
US5973224;DIETETICAL COMBINATION PREPARATIONS;Tocopherol
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;anisaldehyde
US2012202694;PRODUCTION OF ENCAPSULATED NANOPARTICLES AT COMMERCIAL SCALE;anisaldehyde
US2003138520;CONFECTIONERY PRODUCTS CONTAINING ACTIVE INGREDIENTS;anisaldehyde
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Pyridoxamine
US6051587;Treatment of iatrogenic and age-related hypertension and pharmaceutical compositions useful therein;Pyridoxamine
US2003185960;ENCAPSULATION OF FOOD INGREDIENTS;Unsaturated Fatty Acids
US5780039;ORALLY-INGESTIBLE NUTRITION COMPOSITIONS HAVING IMPROVED PALATABILITY;Unsaturated Fatty Acids
US2014356424;COMPOSITION FOR TREATMENT OR REDUCTION OF SYMPTOMS RELATED TO PREMENSTRUAL SYNDROME (PMS), PREMENSTRUAL DISPHORIC DISORDER (PMDD), PREMENOPAUSE, MENOPAUSE OR FEMALE HORMONAL DISORDERS, IN A PHARMACEUTICAL COMPOSITION CONTAINING SAID FORM, AND PROCESS FOR PRODUCING SAID PHARMACEUTICAL FORM AND USE OF SAID COMPOSITION;Pyridoxal Phosphate
US2018280333;FISH EGG EXTRACTS, OMEGA-3 LIPID-BASED COMPOSITIONS AND USES THEREOF;Pyridoxal Phosphate
US6051587;Treatment of iatrogenic and age-related hypertension and pharmaceutical compositions useful therein;Pyridoxal Phosphate
US2019000907;COMPOSITIONS AND METHODS FOR TREATING INSOMNIA AND OTHER SLEEP RELATED DISORDERS;Pyridoxal Phosphate
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamin B9
US2017348249;CALCIFEDIOL SOFT CAPSULES;Vitamin B9
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamin B9
US2006188607;ORAL COMPOSITIONS COMPRISING EDIBLE OILS AND VITAMINS AND/OR MINERALS AND METHODS FOR MAKING ORAL COMPOSITIONS;Vitamin B9
US2016022733;NOVEL FORMULA OF IRON BASED NANOCOMPOSITES FOR RAPID AND EFFICIENT TREATMENT OF IRON DEFICIENCY ANEMIA;Vitamin B9
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin B9
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Carotenes
US2006188549;ANIMAL FEED COMPOSITIONS CAPABLE OF REDUCING THE INCIDENCE OF FESCUE TOXICOSIS IN MAMMALS;Carotenes
US10206421;STABILIZING COMPOSITION FOR BIOLOGICAL MATERIALS;Carotenes
US6020333;Compositions containing in particular, riboflavin, for the local prevention of diseases of the genital and rectal mucus membranes;Carotenes
US2006018958;COENZYME Q10 FORMULATION AND PROCESS METHODOLOGY FOR SOFT GEL CAPSULES MANUFACTURING;Carotenes
US3833739;VITAMIN ENRICHED POTATO FLAKES;Vitamin B2
US2013101569;HAIR GROWTH STIMULANT;Vitamin B2
US2004116514;COMPOSITIONS FOR PREVENTING HUMAN CANCER AND METHOD OF PREVENTING HUMAN CANCER;Vitamin B2
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamin B2
US3786123;METHOD FOR STABILIZING AND PRESERVING NUTRIENTS AND PRODUCTS;Vitamin B2
US2008014306;PRESERVING COMPOSITION AND PRODUCT FOR HARVESTING FRUITS AND VEGETABLES, AND METHOD FOR ITS USE;Vitamin B2
US6365181;THIXATROPIC GELATIN CARRIER COMPOSITION;Vitamin B2
US4612194;Anti-rheumatic agents and their use;Vitamin B2
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamin B2
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Vitamin B2
US3080292;STABLE PLEASANT-TASTING VITAMIN B CONTAINING BEADLETS;Vitamin B2
US6020333;Compositions containing in particular, riboflavin, for the local prevention of diseases of the genital and rectal mucus membranes;Vitamin B2
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Vitamin B2
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin B2
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Vitamin B2
US2002058088;COLOR STABLE IRON FORTIFIED COMPOSITIONS;Vitamin B2
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamin B2
US5916591;SOFT GELATIN CAPSULES;Vitamin B2
US2011008308;Composition for hair, skin, nails;Vitamin B2
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamin B2
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Vitamin D1
US2010159029;COMPOSITION AND NUTRITIONAL SUPPLEMENTS FOR IMPROVING OCULAR HEALTH AND REDUCING OCULAR INFLAMMATORY RESPONSE;Zeaxanthin
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Zeaxanthin
US2005249820;NUTRITIONAL SUPPLEMENT FOR THE TREATMENT AND PREVENTION OF MACULAR DEGENERATION;Zeaxanthin
US5976568;MODULAR SYSTEM OF DIETARY SUPPLEMENT COMPOSITIONS FOR OPTIMIZING HEALTH BENEFITS AND METHODS;Zeaxanthin
US2011262553;COMPOSITIONS SUITABLE FOR TREATING CUTANEOUS SIGNS OF AGING;Zeaxanthin
US2007082064;NUTRITIONAL OR DIETARY SUPPLEMENT FOR THE TREATMENT OF MACULAR DEGENERATION;Zeaxanthin
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Zeaxanthin
US2003108598;ZEAXANTHIN FORMULATIONS FOR HUMAN INGESTION;Zeaxanthin
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Zeaxanthin
US2006018958;COENZYME Q10 FORMULATION AND PROCESS METHODOLOGY FOR SOFT GEL CAPSULES MANUFACTURING;Zeaxanthin
US2010028459;NUTRITIONAL SUPPLEMENT COMPOSITION FOR TREATMENT OF OCULAR DISEASES;Zeaxanthin
US2005214383;MULTI-VITAMIN AND MINERAL NUTRITIONAL SUPPLEMENTS;Zeaxanthin
US2002127303;COMPOSITIONS COMPRISING FAT SOLUBLE SUBSTANCES IN A GLASSY CARBOHYDRATE MATRIX;Zeaxanthin
US2017056339;FORMULATION OF FAT-SOLUBLE VITAMIN;Zeaxanthin
US2008233182;ORGANIC COMPOUNDS;Zeaxanthin
US6485528;Agents for treating keratin fibers;Panthenol
US2016038530;NUTRITIONAL SUPPLEMENT TO COMPLEMENT CANCER THERAPY;Panthenol
US2007141096;ENCAPSULATION OF SENSITIVE LIQUID COMPONENTS INTO A MATRIX TO OBTAIN DISCRETE SHELF-STABLE PARTICLES;Panthenol
US2014121610;GARMENT AND METHOD USED TO PROVIDE HYDRATION AND ELASTICITY TO THE SKIN OF ABDOMEN AREA;Panthenol
US4230687;ENCAPSULATION OF ACTIVE AGENTS AS MICRODISPERSIONS IN HOMOGENEOUS NATURAL POLYMERIC MATRICES;orange
US2003082272;PROCESS FOR PREPARING BEADS AS FOOD ADDITIVE;apple
US2002146400;COMPOSITION FOR REDUCING PLASMA TRIGLYCERIDES, PLATELET AGGREGATION, AND OXIDATIVE CAPACITY;Tocotrienols
US2014234406;NOVEL NANOPARTICULATE SUSPENSION FOR INCORPORATING FAT-SOLUBLE VITAMINS IN THE TREATMENT OF HAIR THINNING AND HAIR LOSS;Tocotrienols
US2007141133;GLUTATHIONE BASED DELIVERY SYSTEM;Tocotrienols
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Tocotrienols
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Tocotrienols
US2005118273;MICROCAPSULES AND ORAL COMPOSITION CONTAINING THE SAME;Tocotrienols
US2010158984;Encapsulates;Tocotrienols
US2006018983;COMPOSITION CONTAINING GREEN-YELLOW VEGETABLES AND LIGHT-COLORED VEGETABLES;Tocotrienols
US2014348910;TOPICAL FORMULATIONS INCLUDING LIPID MICROCAPSULE DELIVERY VEHICLES AND THEIR USES;Tocotrienols
US5973224;DIETETICAL COMBINATION PREPARATIONS;Tocotrienols
US2007021497;VITAMIN E COMPOSITIONS;Tocotrienols
US6596306;Drug delivery system:formulation for fat-soluble drugs;Tocotrienols
US2001009926;MESOZEAXANTHIN FORMULATIONS FOR TREATMENT OF RETINAL DISORDERS;Tocotrienols
US2009053317;MICROPARTICULATE SYSTEMS FOR THE ORAL ADMINISTRATION OF BIOLOGICALLY ACTIVE SUBSTANCES;Flavonoids
US6159502;ORAL DELIVERY SYSTEMS FOR MICROPARTICLES;Adenosylcobalamin
US2009137523;COMPOSITIONS FOR EXTERNAL APPLICATION, CONTAINING ADENOSYL COBALAMIN FOR IMPROVEMENT OF SKIN DISEASES;Adenosylcobalamin
US4612194;Anti-rheumatic agents and their use;Vitamin B1
US2013101569;HAIR GROWTH STIMULANT;Vitamin B1
US5916591;SOFT GELATIN CAPSULES;Vitamin B1
US2018193483;DRUG FORMULATION BASED ON PARTICULATES COMPRISING POLYSACCHARIDE-VITAMIN CONJUGATE;Vitamin B1
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamin B1
US6174890;ANTI-STRESS, ANTI-IMPAIRMENT AND ANTI-AGING DRUG AND PROCESS FOR MANUFACTURING THEREOF;Vitamin B1
US6048562;ENCAPSULATION PROCESS;Vitamin B1
US5972985;HISTIDINE CONTAINING NUTRICEUTICAL COMPOSITIONS;Vitamin B1
US2011059171;ORAL GALENIC FORMULATION INCLUDING KETOROLAC AND B-COMPLEX VITAMINS, IN WHICH VITAMIN B6 IS IN AN OUTER LAYER SEPARATED FROM THE REST OF THE ACTIVE PRINCIPLES;Vitamin B1
US2009297569;ORAL HYGIENE TABLETS AND CAPSULES FOR DIRECT ORAL DELIVERY OF ACTIVE INGREDIENTS;Vitamin B1
US2018289625;CAPSULE WITH VOLUME-ADJUSTABLE INTERNAL DIAPHRAGM;Vitamin B1
US10016363;PRE-SPRAY EMULSIONS AND POWDERS CONTAINING NON-POLAR COMPOUNDS;Vitamin B1
US2015164816;FORTIFIED MICRONUTRIENT SALT FORMULATIONS;Vitamin B1
US2002155103;ACTIVATED CHARCOAL BASED COMPOSITION AND METHOD FOR REDUCING HANGOVER SYMPTOMPS ASSOCIATED WITH THE CONSUMPTION OF ALCOHOL CONTAINING BEVERAGES;Vitamin B1
US2008014306;PRESERVING COMPOSITION AND PRODUCT FOR HARVESTING FRUITS AND VEGETABLES, AND METHOD FOR ITS USE;Vitamin B1
US3080292;STABLE PLEASANT-TASTING VITAMIN B CONTAINING BEADLETS;Vitamin B1
US2018368458;TIME RELEASE VITAMINS AND MINERALS IN EDIBLE OILS;Vitamin B1
US2008213246;SUPPLEMENTS FOR PAIN MANAGEMENT;Vitamin B1
US2003170324;25-HYDROXY VITAMIN D3 COMPOSITIONS;Vitamin B1
US2018000743;MODIFIED ALGINATE HYDROGELS FOR THERAPEUTIC AGENTS, THEIR PREPARATION AND METHODS THEREOF;Vitamin B1
US2005202104;METHOD OF ENHANCEMENT OF COGNITIVE SKILLS;Vitamin B1
US2018078598;DIETARY SUPPLEMENTS CONTAINING DEHYDRATED STRAWBERRY;Vitamin B1
US2011008308;Composition for hair, skin, nails;Vitamin B1
US4089800;METHOD OF PREPARING MICROCAPSULES;aluminum
US2008008742;CHEWY PRODUCTS AND METHODS FOR MAKING THE SAME;Glucosamine
US8613961;DERMATOLOGICAL CREAM WITH NATURAL INGREDIENTS BASE;sulfur
US6436453;PRODUCTION OF OIL ENCAPSULATED MINERALS AND VITAMINS IN A GLASSY MATRIX;iron
US2004224032;COMPOSITION COMPRISING MICRO-ENCAPSULATED IRON;iron
US2016279058;PROTEIN-BASED GEL DELIVERY SYSTEM;Dihydroxyacetone
US5814338;DRUG DELIVERY SYSTEM;Dihydroxyacetone
US2018000743;MODIFIED ALGINATE HYDROGELS FOR THERAPEUTIC AGENTS, THEIR PREPARATION AND METHODS THEREOF;Dihydroxyacetone
US2005287652;DELTA-8 DESATURASE AND ITS USE IN MAKING POLYUNSATURATED FATTY ACIDS;Dihydroxyacetone
US2003185960;ENCAPSULATION OF FOOD INGREDIENTS;Dihydroxyacetone
US2013149385;NANOFORMULATION OF VITAMIN D DERIVATIVES AND/OR VITAMIN D METABOLITES;Dihydroxyacetone
US2005271705;RETINOID-CONTAINING SUSTAINED RELEASE INTRAOCULAR DRUG DELIVERY SYSTEM AND RELATED METHODS;Polyglycolic Acid
US2015296821;FERMENTED DAIRY PRODUCT COMPRISING MICROCAPSULES AND PROCESS FOR PREPARING THE SAME;Vitamin B5
US2013316017;ORAL COMPOSITION FOR THE TREATMENT OF ACNE;Vitamin B5
